synthetic_id,array_path,source_region_group_id,latitude_deg,label_m1plus_24h,generator_condition,generator_seed,sampling_steps,region_group_id,unsigned_flux_proxy,signed_flux_imbalance,rms_field,field_energy_proxy,gradient_rms,high_gradient_fraction,positive_components,negative_components,strong_component_count,strong_centroid_separation,spectral_centroid,spectral_high_fraction,spectral_potential_proxy
base_2026_RG00270_000015,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00270_000015.npy,RG00270,21.9619665,1,base,2026,50,RG00270,62.46995205891673,0.2870538363858539,175.13260813712375,30671.430432911344,59.67874131477272,0.04083251953125,74.0,73.0,147.0,59.418561710261066,0.06995768391681792,0.19820464594029438,122063.98220613919
base_2026_RG00292_000016,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00292_000016.npy,RG00292,17.904528,1,base,2026,50,RG00292,75.57106372601888,0.0033683585986837546,209.3037467341643,43808.05839695919,72.60193967794034,0.0665283203125,85.0,88.0,173.0,38.95768705389397,0.07275707748078093,0.20952963335560298,185898.032014705
base_2026_RG00292_000017,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00292_000017.npy,RG00292,17.904528,1,base,2026,50,RG00292,45.42761577481676,0.5410328872787021,185.03466594632923,34237.82760186965,52.40699352118191,0.025634765625,25.0,13.0,38.0,77.89041564359201,0.05040077275885338,0.12220158940174992,184387.54709826325
base_2026_RG00294_000018,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00294_000018.npy,RG00294,14.541397,1,base,2026,50,RG00294,89.3480154626451,0.7155239271225835,228.46631226358872,52196.85583932363,67.46841206555544,0.0538330078125,31.0,62.0,93.0,61.85334623638239,0.057681383102993374,0.14418048112582996,237927.6915345419
base_2026_RG00294_000019,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00294_000019.npy,RG00294,14.541397,1,base,2026,50,RG00294,69.31063187519834,0.22395277966772195,188.83442429228384,35658.43979779827,67.63366844412207,0.0567626953125,52.0,92.0,144.0,7.690414364420427,0.0815205455417426,0.2373269028789638,105923.91254216175
base_2026_RG00313_000020,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00313_000020.npy,RG00313,-28.580313,1,base,2026,50,RG00313,44.63269885726813,0.48690904604219803,148.71750717201954,22116.896939459686,50.22897926514144,0.02764892578125,19.0,28.0,47.0,33.62738006490104,0.06784530562085925,0.18462466400073688,81490.48134559218
base_2026_RG00313_000021,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00313_000021.npy,RG00313,-28.580313,1,base,2026,50,RG00313,31.107074508378417,0.6455478059896893,67.95266844566804,4617.565148886888,23.48494157416349,0.01068115234375,35.0,19.0,54.0,21.371259919266144,0.08050643270185927,0.2458245625859051,12354.02137985748
base_2026_RG00325_000022,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00325_000022.npy,RG00325,-20.801506,1,base,2026,50,RG00325,82.11809621504571,0.6370416218431865,202.15313557833093,40865.890224151044,66.60201167786265,0.0513916015625,42.0,81.0,123.0,70.3237970418249,0.0670394943285635,0.18008733904714136,177142.1650931705
base_2026_RG00325_000023,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00325_000023.npy,RG00325,-20.801506,1,base,2026,50,RG00325,70.37360491480698,0.08855019368602468,230.66796510954637,53207.7101277789,70.90942340658795,0.0465087890625,58.0,42.0,100.0,32.5757460926832,0.05790623609252899,0.1596064392065135,251777.03083108997
base_2026_RG00356_000024,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00356_000024.npy,RG00356,-17.1997495,1,base,2026,50,RG00356,67.26943865184904,0.2122152091957912,203.4534156758781,41393.29235018164,67.28099209051847,0.05279541015625,61.0,69.0,130.0,64.66972625585616,0.06838851066851022,0.19257212325677792,184306.79958480774
base_2026_RG00356_000025,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00356_000025.npy,RG00356,-17.1997495,1,base,2026,50,RG00356,41.6686871148228,0.14554765569098133,136.77411405964324,18707.158276800295,48.31557111213743,0.030029296875,39.0,42.0,81.0,7.065867295345456,0.08154785818052115,0.2438415268212998,53934.1447739693
base_2026_RG00385_000026,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00385_000026.npy,RG00385,-12.1242485,1,base,2026,50,RG00385,70.15063514629432,0.3277664612283307,192.66562052626873,37120.041332772176,70.17733770078902,0.05828857421875,47.0,114.0,161.0,44.5608067143096,0.08355121290808219,0.2560814740857754,125416.29545103681
base_2026_RG00385_000027,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00385_000027.npy,RG00385,-12.1242485,1,base,2026,50,RG00385,48.075541563550274,0.7201886673443693,132.99091302039196,17686.58294599746,45.086088837596996,0.02484130859375,53.0,14.0,67.0,53.81843959661394,0.07622899061281038,0.24675726502238143,72024.46813510497
base_2026_RG00492_000028,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00492_000028.npy,RG00492,10.390782,1,base,2026,50,RG00492,68.09422588129867,0.15717189696478023,162.6568687622674,26457.25695554548,63.98632379723495,0.04901123046875,130.0,125.0,255.0,88.77856057271232,0.09146189251394195,0.31043266420145976,110315.68594091172
base_2026_RG00492_000029,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00492_000029.npy,RG00492,10.390782,1,base,2026,50,RG00492,50.484480967904204,0.8156608668932761,110.4480641492637,12198.77487431987,37.55181419938841,0.0169677734375,63.0,18.0,81.0,63.24398469014901,0.08137976165967323,0.24612734767048,32436.81090816153
base_2026_RG00514_000030,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00514_000030.npy,RG00514,21.2872675,1,base,2026,50,RG00514,49.87275011545921,0.10821961378724052,162.72009860551978,26477.830490190077,56.24160150938736,0.03643798828125,44.0,46.0,90.0,59.176382982497,0.0754804715220333,0.22437837313913234,110907.2713128382
base_2026_RG00514_000031,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00514_000031.npy,RG00514,21.2872675,1,base,2026,50,RG00514,54.03000513313219,0.06283992527711149,149.43876375217326,22331.944111777855,54.399073878906954,0.04241943359375,64.0,77.0,141.0,29.194958450843256,0.08130959039783807,0.2514713854538211,79723.47252178773
base_2026_RG00520_000032,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00520_000032.npy,RG00520,12.3577065,1,base,2026,50,RG00520,77.57541632859362,0.043922411749049504,232.39575910468605,54007.78884984327,74.50168945877316,0.059814453125,48.0,64.0,112.0,78.32562887103272,0.0631062436825431,0.1739678828924821,275869.64908892056
base_2026_RG00520_000033,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00520_000033.npy,RG00520,12.3577065,1,base,2026,50,RG00520,69.98253237591769,0.48262075049944303,217.7495141681714,47414.85092047467,63.81390377465187,0.047607421875,36.0,19.0,55.0,59.31917029360756,0.05413037641207586,0.13482823830898288,262700.4118443577
base_2026_RG00525_000034,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00525_000034.npy,RG00525,9.252957,1,base,2026,50,RG00525,53.4102927720488,0.05215031746933184,159.70897047550417,25506.95525034546,51.58642344231004,0.03741455078125,49.0,37.0,86.0,108.96637029850275,0.061023405197658635,0.16486001160071248,152349.8842595914
base_2026_RG00525_000035,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00525_000035.npy,RG00525,9.252957,1,base,2026,50,RG00525,59.02194629266192,0.7322858732414724,130.72371814612634,17088.690485947885,43.041122931059284,0.02825927734375,33.0,60.0,93.0,93.25128510676979,0.06960762796147942,0.19405586792348647,68971.17155387538
base_2026_RG00536_000036,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00536_000036.npy,RG00536,11.3978235,1,base,2026,50,RG00536,55.270334799335345,0.10637899014713918,157.7213142065375,24876.012955037324,58.14608863754841,0.04132080078125,60.0,77.0,137.0,11.604385470664091,0.08138972264176086,0.2550245676186627,87464.08341424326
base_2026_RG00536_000037,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00536_000037.npy,RG00536,11.3978235,1,base,2026,50,RG00536,86.53789228553413,0.6086331428590728,246.94329639172636,60980.99163281201,73.6124791266581,0.06231689453125,38.0,24.0,62.0,93.88601509145212,0.055345121962101895,0.1338683556727165,358284.0586907107
base_2026_RG00543_000038,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00543_000038.npy,RG00543,-24.612753,1,base,2026,50,RG00543,85.55148912076837,0.5681677841005047,234.4853649845694,54983.386391946726,77.54363841802281,0.0587158203125,39.0,95.0,134.0,56.387376207455496,0.06679507525460045,0.19582986231452704,274948.01648048067
base_2026_RG00543_000039,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00543_000039.npy,RG00543,-24.612753,1,base,2026,50,RG00543,62.166850057508555,0.265907800418889,156.62248401998394,24530.602500590125,57.682678511314904,0.04132080078125,95.0,63.0,158.0,60.81241911699703,0.08744569724695715,0.2789998890409916,87122.91627886317
base_2026_RG00554_000040,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00554_000040.npy,RG00554,-16.29316,1,base,2026,50,RG00554,44.715866613395775,0.16701065501526047,125.10828115237305,15652.08201290122,48.19837595914827,0.03271484375,52.0,66.0,118.0,17.116357653244357,0.09313853604633966,0.29597632689016984,34353.90845866818
base_2026_RG00554_000041,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00554_000041.npy,RG00554,-16.29316,1,base,2026,50,RG00554,90.35315104790965,0.4577273085197081,207.80755512573856,43183.979967336876,72.76979903868519,0.0716552734375,34.0,123.0,157.0,63.665926674361515,0.08059928340221582,0.2413011131153087,148936.36496662424
base_2026_RG00616_000042,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00616_000042.npy,RG00616,-20.7765745,1,base,2026,50,RG00616,84.33716211463374,0.12108238817366583,227.89071964977188,51934.18010249093,73.27290579662251,0.06982421875,53.0,65.0,118.0,67.25575087630664,0.06047543880576772,0.1689913621560479,311228.74448698224
base_2026_RG00616_000043,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00616_000043.npy,RG00616,-20.7765745,1,base,2026,50,RG00616,77.08331558992302,0.19870223235783027,255.0140075699418,65032.144056882345,83.04419430803446,0.0655517578125,45.0,35.0,80.0,51.43331450028919,0.06469986208395341,0.19197438268331316,325740.22926380986
base_2026_RG00626_000044,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00626_000044.npy,RG00626,-12.44484,1,base,2026,50,RG00626,58.758596911281174,0.029942949223654838,191.39599308675147,36632.42616966382,60.9415618307364,0.0445556640625,45.0,32.0,77.0,103.60003906305504,0.06136883817226478,0.17206962065607898,183432.8053537219
base_2026_RG00626_000045,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00626_000045.npy,RG00626,-12.44484,1,base,2026,50,RG00626,75.0574418450679,0.43962510403086735,213.86837361402632,45739.68123230875,71.6718785054903,0.05755615234375,98.0,75.0,173.0,65.45238159570702,0.07136704403959346,0.20207599020698955,165309.76466569293
base_2026_RG00629_000046,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00629_000046.npy,RG00629,-8.9561695,1,base,2026,50,RG00629,47.198877890502416,0.39933867256849515,158.98608032799334,25276.57373805915,51.71066631984863,0.0316162109375,53.0,23.0,76.0,52.846099266477516,0.06669408525177128,0.18692464258996414,104421.03127019867
base_2026_RG00629_000047,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00629_000047.npy,RG00629,-8.9561695,1,base,2026,50,RG00629,63.41157346788976,0.6857548558602848,172.6698029367711,29814.860846223368,54.74359688052524,0.03753662109375,38.0,56.0,94.0,14.268055469907942,0.06668866776244868,0.17420095147076126,117177.09914393567
base_2026_RG00640_000048,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00640_000048.npy,RG00640,-14.4120655,1,base,2026,50,RG00640,106.31167702602787,0.49979444597487693,282.68187726454903,79909.04373380955,79.78285687153227,0.07232666015625,42.0,81.0,123.0,29.44967479672078,0.050708735220799446,0.13091599620218528,449196.8231410683
base_2026_RG00640_000049,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00640_000049.npy,RG00640,-14.4120655,1,base,2026,50,RG00640,47.570156842409574,0.3746437878743269,138.6101626890149,19212.777200675184,50.712889837456025,0.02838134765625,44.0,91.0,135.0,40.904067377877524,0.08474210668799492,0.25486079058202854,52776.45983412625
base_2026_RG00665_000050,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00665_000050.npy,RG00665,-15.448151,1,base,2026,50,RG00665,67.3277189101864,0.288268350830478,200.46808932395183,40187.454837195924,68.44283324850996,0.05462646484375,53.0,73.0,126.0,46.786840909113366,0.0687204252520004,0.19326577724338007,173010.32641352346
base_2026_RG00665_000051,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00665_000051.npy,RG00665,-15.448151,1,base,2026,50,RG00665,88.79551736051044,0.6407791437509978,209.28330603992376,43799.50218700039,67.5445962280432,0.05364990234375,62.0,18.0,80.0,34.26631677991488,0.06969168947087907,0.21801089959601372,197734.69007127653
base_2026_RG00673_000052,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00673_000052.npy,RG00673,-10.329959,1,base,2026,50,RG00673,66.79933283743182,0.6693502829009962,200.77579896254036,40310.92144904643,66.01304437870849,0.04547119140625,49.0,73.0,122.0,61.707706717829026,0.06663399485556264,0.1956011868637204,220958.90312530438
base_2026_RG00673_000053,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00673_000053.npy,RG00673,-10.329959,1,base,2026,50,RG00673,48.72428398720456,0.07542319245462098,157.60679986906507,24839.903364967526,51.35180939926861,0.02984619140625,45.0,88.0,133.0,61.32881568527529,0.06776751776999039,0.19335935635878485,99795.03883447166
base_2026_RG00675_000054,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00675_000054.npy,RG00675,8.901461,1,base,2026,50,RG00675,32.918230309012294,0.004945204601248615,131.87022168822898,17389.755368102655,42.73354208676032,0.01995849609375,22.0,45.0,67.0,50.885066676738305,0.06794869398548875,0.19307347178080217,57719.592492474934
base_2026_RG00675_000055,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00675_000055.npy,RG00675,8.901461,1,base,2026,50,RG00675,61.23226501584094,0.1832172459324491,185.9769913559803,34587.44131382237,65.34593228510309,0.04559326171875,47.0,76.0,123.0,83.73953756360675,0.0738029222450517,0.2181791461773234,149766.2233924418
base_2026_RG00690_000056,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00690_000056.npy,RG00690,-12.230919,1,base,2026,50,RG00690,95.18023836355977,0.7378885997568368,201.26684554890943,40508.34311720857,61.54329459817582,0.0433349609375,10.0,99.0,109.0,47.490979662845845,0.06468025485257776,0.15376869327235732,127509.2046617074
base_2026_RG00690_000057,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00690_000057.npy,RG00690,-12.230919,1,base,2026,50,RG00690,57.516306701187204,0.35560026964767816,211.35138701167335,44669.40879175813,60.81974509052124,0.04150390625,46.0,40.0,86.0,69.81085682959157,0.04936202909681177,0.11897288231551405,283793.6166405557
base_2026_RG00694_000058,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00694_000058.npy,RG00694,5.195879,1,base,2026,50,RG00694,51.78147933167877,0.15665623044449745,184.18088392007542,33922.5980015803,62.18668378292495,0.04168701171875,32.0,40.0,72.0,73.27266918120401,0.06870154850465317,0.1965746119793704,159300.629815667
base_2026_RG00694_000059,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00694_000059.npy,RG00694,5.195879,1,base,2026,50,RG00694,69.11745130246939,0.769059075737851,191.56844864422712,36698.47051595588,55.805136084870256,0.0347900390625,49.0,21.0,70.0,97.1731706115922,0.054664968904342096,0.1387668657024135,200451.7807624127
base_2026_RG00697_000060,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00697_000060.npy,RG00697,-11.142967,1,base,2026,50,RG00697,35.496375312770326,0.5395279470472231,123.4621825478375,15242.910519475552,39.033442015727246,0.01934814453125,31.0,23.0,54.0,87.36587069020875,0.06118258391236073,0.1481471987221372,58160.77892944686
base_2026_RG00697_000061,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00697_000061.npy,RG00697,-11.142967,1,base,2026,50,RG00697,64.91151775356276,0.8369804952565151,131.80634323141797,17372.91211603836,43.110205044132265,0.0294189453125,18.0,78.0,96.0,42.613040189478404,0.07712799229081928,0.22986497650266977,52360.43493487622
base_2026_RG00717_000062,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00717_000062.npy,RG00717,-12.973665,1,base,2026,50,RG00717,65.73127243588085,0.4377554885390084,162.23862979444274,26321.37299757824,56.088086314145116,0.04364013671875,43.0,99.0,142.0,37.407102272127034,0.07230078194697195,0.20722311208153274,100290.38700529761
base_2026_RG00717_000063,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00717_000063.npy,RG00717,-12.973665,1,base,2026,50,RG00717,74.20804491701526,0.5551371149352502,171.49227384268198,29409.599987733425,57.932932438567704,0.0438232421875,70.0,46.0,116.0,88.602645988298,0.07206948194793983,0.21165218904446537,125869.58738970777
base_2026_RG00722_000064,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00722_000064.npy,RG00722,8.116472,1,base,2026,50,RG00722,114.1230799657365,0.25591870465299504,284.7063066726797,81057.68105919796,90.82481849746311,0.09515380859375,66.0,138.0,204.0,97.59006970791786,0.06342749238909184,0.1743685367374353,450587.8230867589
base_2026_RG00722_000065,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00722_000065.npy,RG00722,8.116472,1,base,2026,50,RG00722,45.39861309937562,0.2550977502527387,160.82382695306075,25864.30331582803,50.82998082335624,0.0269775390625,38.0,29.0,67.0,85.0532433748713,0.06087656691035514,0.1615053977854383,125219.47339028049
base_2026_RG00732_000066,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00732_000066.npy,RG00732,-14.926769,1,base,2026,50,RG00732,57.6752549128471,0.3542146539948424,158.95396545139536,25266.36313272339,57.3965346937361,0.03759765625,65.0,51.0,116.0,52.02676307881868,0.0763975384696613,0.22431965821400676,102035.11983669345
base_2026_RG00732_000067,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00732_000067.npy,RG00732,-14.926769,1,base,2026,50,RG00732,42.587900331226244,0.03124265351955213,96.22904486246061,9260.029075141456,40.378175016731774,0.0242919921875,71.0,97.0,168.0,69.58433487919812,0.10716706366354453,0.375914840526736,25632.155586862824
base_2026_RG00780_000068,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00780_000068.npy,RG00780,-15.0147155,1,base,2026,50,RG00780,47.73691893744678,0.8442210135288115,108.99079306967062,11878.99297395576,37.502946353113835,0.02093505859375,60.0,19.0,79.0,48.911308539754025,0.07902115879946363,0.2516383522461042,41720.88971391898
base_2026_RG00780_000069,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00780_000069.npy,RG00780,-15.0147155,1,base,2026,50,RG00780,43.58715959057214,0.4645771600469952,110.97006391100078,12314.355084411598,41.278463144204565,0.02532958984375,31.0,70.0,101.0,38.781602800267855,0.08849657110923219,0.27092454899261137,31270.815454771775
base_2026_RG00794_000070,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00794_000070.npy,RG00794,-18.250408,1,base,2026,50,RG00794,46.625675165380024,0.07510413629441325,151.35641738821425,22908.765084595325,50.37493992946813,0.02886962890625,45.0,60.0,105.0,101.51467390822505,0.06724706267556556,0.18082839167669312,113406.64812857083
base_2026_RG00794_000071,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00794_000071.npy,RG00794,-18.250408,1,base,2026,50,RG00794,37.50995808498199,0.5772143870547459,106.26636966958371,11292.54132275262,39.384408316271696,0.01971435546875,44.0,27.0,71.0,40.38229676202868,0.08676816882319638,0.2732750532899453,30834.794031522037
base_2026_RG00801_000072,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00801_000072.npy,RG00801,-13.0316685,1,base,2026,50,RG00801,59.610044116211654,0.2246179981404089,181.95293061980217,33106.86896113455,62.65144203594506,0.04791259765625,57.0,58.0,115.0,72.87491616289631,0.06973405809053675,0.1918476108828372,123179.48434197894
base_2026_RG00801_000073,IRIS_RUN_ROOT/work/runs/base_local_resume/samples/base/arrays/base_2026_RG00801_000073.npy,RG00801,-13.0316685,1,base,2026,50,RG00801,43.299865118424435,0.7524363351985842,85.19158046202494,7257.605381617669,28.354869974551356,0.0146484375,16.0,59.0,75.0,118.04444330782715,0.08019083740286408,0.23953079329812552,22468.78594349591
